EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,BlocksRecoveredPct,PtsUnassisted2s,DefTwoPtRebounds,Charge Fouls,Loose Ball Fouls Drawn,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Steals,BadPassSteals,Blocked2s,BlockedAtRim,PenaltyCorner3FGA,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,Fg3aBlocked,OffThreePtRebounds,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,PtsPutbacks,PenaltyTurnovers,Offensive Fouls,BlockedShortMidRange,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,SecondChanceTurnovers,BlockedLongMidRange,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyCorner3FGM,SelfOReb,AtRimPctBlocked,SelfORebPct,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,Corner3PctBlocked,Travels,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1627741-1628396-1629216-1630557-1631243,1610612737,"Buddy Hield, Tony Bradley, Gabe Vincent, Corey Kispert, Mouhamed Gueye","Hield, Bradley, Vincent, Kispert, Gueye",1627741-1628396-1629216-1630557-1631243,ATL,140.0,1,2.0,-1.0,4.0,3.0,3.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.625,0.625,0.5,1.0,0.5,1.0,72.0,17.0,24.0,17.0,24.0,0.25,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,0.75,0.56265,9.3,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1627741-1628396-1630557-1630811-1631243,1610612737,"Buddy Hield, Tony Bradley, Corey Kispert, Keaton Wallace, Mouhamed Gueye","Hield, Bradley, Kispert, Wallace, Gueye",1627741-1628396-1630557-1630811-1631243,ATL,109.0,1,2.0,-4.0,5.0,6.0,6.0,11,,,,,,3.0,,1.0,1.0,3.0,3.0,7.0,,3.0,3.0,,1.0,1.0,,,3.0,,1.0,1.0,1.0,1.0,3.0,,,,1.0,0.3333333333333333,0.3333333333333333,,0.375,0.375,0.75,,,,145.32110091743118,13.52,6.8999999999999995,13.52,6.566666666666666,,,,,,,,,,0.75,0.75,0.44125,12.1,26.833333333333332,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.3333333333333333,0.375,0.375,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.3333333333333333,0.44125,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1627741-1629216-1629638-1630228-1631243,1610612737,"Buddy Hield, Gabe Vincent, Nickeil Alexander-Walker, Jonathan Kuminga, Mouhamed Gueye","Hield, Vincent, Alexander-Walker, Kuminga, Gueye",1627741-1629216-1629638-1630228-1631243,ATL,165.0,1,3.0,2.0,5.0,4.0,4.0,9,1.0,1.0,2.0,,,,3.0,5.0,,,7.0,5.0,6.0,,,3.0,,3.0,,1.0,6.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,,,,0.6,0.6,0.7,,0.5,0.5,,78.54545454545455,15.76,21.55,14.34,21.55,0.2,1.0,1.0,1.0,0.4,,,,,,0.2,0.41624,10.0,,3.0,2.0,,,,3.0,,,4.0,,,,,1.0,,1.0,,4.0,3.0,,0.6666666666666666,0.6666666666666666,,,1.0,,0.4,,,,,,,0.5272666666666667,0.5714285714285714,0.6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.2681,0.2,0.2,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1627741-1629216-1630168-1630228-1630552,1610612737,"Buddy Hield, Gabe Vincent, Onyeka Okongwu, Jonathan Kuminga, Jalen Johnson","Hield, Vincent, Okongwu, Kuminga, Johnson",1627741-1629216-1630168-1630228-1630552,ATL,159.0,1,3.0,-4.0,6.0,7.0,,13,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,4.0,5.0,9.0,2.0,3.0,3.0,1.0,1.0,2.0,,1.0,5.0,2.0,2.0,2.0,1.0,,5.0,,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.8,1.0,1.0,1.0,117.73584905660378,12.166666666666666,12.285714285714286,12.166666666666666,12.285714285714286,0.2,1.0,1.0,1.0,,0.2,,,,0.6,1.0,0.48605,3.6,24.95,,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1627741-1629638-1630168-1630228-1630552,1610612737,"Buddy Hield, Nickeil Alexander-Walker, Onyeka Okongwu, Jonathan Kuminga, Jalen Johnson","Hield, Alexander-Walker, Okongwu, Kuminga, Johnson",1627741-1629638-1630168-1630228-1630552,ATL,109.0,1,2.0,-2.0,4.0,4.0,3.0,8,,,,,,2.0,,1.0,1.0,2.0,4.0,6.0,,3.0,2.0,,1.0,1.0,,,3.0,,1.0,1.0,3.0,1.0,4.0,,,,1.0,0.5,0.5,,0.5,0.5,0.6666666666666666,,,,105.68807339449542,16.0,11.25,16.0,11.25,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.4809833333333333,4.2,25.4,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,3.0,,,,,,,,,1.0,0.3333333333333333,0.5,0.5,1.0,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1627741-1629638-1630168-1630228-203468,1610612737,"Buddy Hield, Nickeil Alexander-Walker, Onyeka Okongwu, Jonathan Kuminga, CJ McCollum","Hield, Alexander-Walker, Okongwu, Kuminga, McCollum",1627741-1629638-1630168-1630228-203468,ATL,101.0,1,2.0,-6.0,4.0,4.0,,8,,,,,,,,1.0,,,,6.0,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,114.05940594059406,12.25,13.0,12.25,13.0,,,,,,,,,,,,0.4264,12.7,,,1.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629216-1629638-1630228-1630552,1610612737,"Tony Bradley, Gabe Vincent, Nickeil Alexander-Walker, Jonathan Kuminga, Jalen Johnson","Bradley, Vincent, Alexander-Walker, Kuminga, Johnson",1628396-1629216-1629638-1630228-1630552,ATL,184.0,1,3.0,-6.0,7.0,8.0,,15,2.0,2.0,1.0,,1.0,,2.0,4.0,,1.0,4.0,10.0,2.0,,,1.0,,1.0,,1.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,,0.5,0.5,,,,0.5,0.4,0.4,0.2,1.0,1.0,1.0,117.39130434782608,14.142857142857142,10.625,14.142857142857142,10.625,0.4,1.0,1.0,0.5,0.2,0.2,,,,,0.6,0.5962500000000001,7.475,22.8,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,0.25,1.0,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629216-1629638-1630228-1630557,1610612737,"Tony Bradley, Gabe Vincent, Nickeil Alexander-Walker, Jonathan Kuminga, Corey Kispert","Bradley, Vincent, Alexander-Walker, Kuminga, Kispert",1628396-1629216-1629638-1630228-1630557,ATL,78.0,1,1.0,-1.0,3.0,3.0,,6,1.0,1.0,,,,1.0,1.0,1.0,,1.0,2.0,3.0,,,1.0,,,,,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,1.0,0.5,0.5,0.5,1.0,0.5,,110.76923076923076,7.0,19.0,7.0,15.333333333333334,0.5,1.0,1.0,,,,,,,0.5,1.0,0.716675,1.2,25.7,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629216-1629638-1630228-1630700,1610612737,"Tony Bradley, Gabe Vincent, Nickeil Alexander-Walker, Jonathan Kuminga, Dyson Daniels","Bradley, Vincent, Alexander-Walker, Kuminga, Daniels",1628396-1629216-1629638-1630228-1630700,ATL,39.0,1,1.0,-1.0,1.0,1.0,1.0,2,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.25,,,,,73.84615384615384,32.0,7.0,32.0,7.0,,,,,,,,,,,,0.4306,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629216-1630228-1630552-203468,1610612737,"Tony Bradley, Gabe Vincent, Jonathan Kuminga, Jalen Johnson, CJ McCollum","Bradley, Vincent, Kuminga, Johnson, McCollum",1628396-1629216-1630228-1630552-203468,ATL,33.0,1,1.0,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,43.63636363636363,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629216-1630228-1630557-203468,1610612737,"Tony Bradley, Gabe Vincent, Jonathan Kuminga, Corey Kispert, CJ McCollum","Bradley, Vincent, Kuminga, Kispert, McCollum",1628396-1629216-1630228-1630557-203468,ATL,74.0,1,1.0,-2.0,2.0,3.0,,5,,,,,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,0.5,1.0,1.0,1.0,97.29729729729729,11.5,17.0,10.0,12.666666666666666,,,,,,0.5,,,,,0.5,0.5095,4.6,24.6,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,2.0,,,,1.0,1.0,,,0.5,,,,,,,0.5095,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629216-1630228-1630700-203468,1610612737,"Tony Bradley, Gabe Vincent, Jonathan Kuminga, Dyson Daniels, CJ McCollum","Bradley, Vincent, Kuminga, Daniels, McCollum",1628396-1629216-1630228-1630700-203468,ATL,302.0,2,5.0,-5.0,12.0,9.0,8.0,21,,2.0,,,1.0,5.0,1.0,4.0,1.0,6.0,9.0,14.0,,,5.0,,,,,,,,2.0,5.0,3.0,3.0,9.0,2.0,,,,0.16666666666666666,0.16666666666666666,0.25,0.25,0.375,0.6,,0.5,,100.13245033112582,12.933333333333332,16.311111111111114,12.174999999999999,15.933333333333334,0.2,,,,,0.1,,,,0.5,0.8,0.446735,5.075,26.833333333333332,8.0,2.0,1.0,1.0,5.0,2.0,1.0,6.0,7.0,1.0,1.0,,1.0,,,1.0,1.0,7.0,8.0,0.16666666666666666,0.1875,0.35,0.25,0.5,,0.5,0.2,0.2,0.25,,0.625,0.2,0.2,0.44114375,0.7777777777777778,0.6666666666666666,2.0,,1.0,1.0,,4.0,,1.0,,,,,,,3.0,,,4.0,,1.0,,,,,,0.42857142857142855,,,,0.5,1.0,,,,,0.125,,,0.09090909090909091,0.2,,,1.0,1.0,,,,,,,,2.0,1.0,,1.0,0.5,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,4.0,3.0,1.0,3.0,0.16666666666666666,0.2,0.75,0.6666666666666666,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629638-1630228-1630552-203468,1610612737,"Tony Bradley, Nickeil Alexander-Walker, Jonathan Kuminga, Jalen Johnson, CJ McCollum","Bradley, Alexander-Walker, Kuminga, Johnson, McCollum",1628396-1629638-1630228-1630552-203468,ATL,211.0,1,4.0,-1.0,7.0,7.0,3.0,14,2.0,3.0,,,1.0,,3.0,5.0,,1.0,8.0,9.0,,,,,,,,,,1.0,2.0,3.0,2.0,2.0,6.0,,,,,,,0.6,0.5,0.5714285714285714,0.16666666666666666,1.0,1.0,,95.54502369668246,14.428571428571429,15.714285714285714,14.428571428571429,15.714285714285714,0.5,0.6666666666666666,0.6666666666666666,,,0.16666666666666666,,,,,0.6666666666666666,0.5599916666666667,4.14,22.8,5.0,2.0,,,,4.0,,1.0,6.0,,,,,,,1.0,,6.0,5.0,,0.6,0.6,,,,,0.3333333333333333,,,,,,,0.57293,0.75,0.7142857142857143,1.0,2.0,3.0,1.0,,2.0,1.0,1.0,,2.0,3.0,,,1.0,1.0,,,2.0,,1.0,1.0,0.75,1.0,1.0,0.5,0.3333333333333333,,,1.0,0.5,0.5,,,,,0.6,0.6666666666666666,0.619,0.14285714285714285,0.16666666666666666,0.25,,1.0,,,,,,1.0,1.0,1.0,6.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,0.2,1.0,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629638-1630228-1630557-203468,1610612737,"Tony Bradley, Nickeil Alexander-Walker, Jonathan Kuminga, Corey Kispert, CJ McCollum","Bradley, Alexander-Walker, Kuminga, Kispert, McCollum",1628396-1629638-1630228-1630557-203468,ATL,554.0,3,9.0,10.0,16.0,16.0,,32,5.0,6.0,1.0,2.0,3.0,5.0,7.0,8.0,2.0,8.0,21.0,11.0,8.0,6.0,5.0,4.0,2.0,6.0,2.0,3.0,14.0,2.0,9.0,14.0,5.0,3.0,19.0,,0.5714285714285714,0.6666666666666666,1.0,0.25,0.25,0.875,0.625,0.6176470588235294,0.5,0.6666666666666666,0.7777777777777778,0.6666666666666666,83.17689530685921,14.8125,19.8125,13.75,19.0,0.375,0.8333333333333334,0.8333333333333334,0.6,0.0625,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.3125,0.875,0.591334375,5.2625,24.9375,,1.0,,,,,,,,,,,2.0,3.0,2.0,4.0,4.0,,,,,,,,0.75,1.0,0.0625,,,,,,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,5.0,1.0,,2.0,,1.0,1.0,,0.5,0.5,1.0,0.7142857142857143,,,,1.0,1.0,,1.0,1.0,1.0,,,,0.058823529411764705,0.1111111111111111,0.09523809523809523,1.0,1.0,,1.0,,,,1.0,1.0,1.0,6.0,5.0,,,0.8333333333333334,1.0,2.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,1.0,4.0,0.125,0.2,0.6666666666666666,0.6,1.0,0.5,,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1629638-1630228-1630700-203468,1610612737,"Tony Bradley, Nickeil Alexander-Walker, Jonathan Kuminga, Dyson Daniels, CJ McCollum","Bradley, Alexander-Walker, Kuminga, Daniels, McCollum",1628396-1629638-1630228-1630700-203468,ATL,7.0,1,,1.0,,1.0,1.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1630228-1630552-1630700-203468,1610612737,"Tony Bradley, Jonathan Kuminga, Jalen Johnson, Dyson Daniels, CJ McCollum","Bradley, Kuminga, Johnson, Daniels, McCollum",1628396-1630228-1630552-1630700-203468,ATL,13.0,1,,,,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
1628396-1630228-1630557-1630811-1642258,1610612737,"Tony Bradley, Jonathan Kuminga, Corey Kispert, Keaton Wallace, Zaccharie Risacher","Bradley, Kuminga, Kispert, Wallace, Risacher",1628396-1630228-1630557-1630811-1642258,ATL,52.0,1,1.0,-2.0,1.0,1.0,,2,,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.25,,,,,55.38461538461538,38.0,14.0,38.0,14.0,,,,,,,,,,,,0.3915,11.2,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,0.25,,,,,1.0,,,,,,,0.3915,1.0,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,False
